Date,Volume,EMA10,EMA50,EMA200,Open,High,Low,Close(t)
12/31/2010,3075500,299.32,299.32,299.32,298.67,299.51,296.31,297.28
1/3/2011,4725600,300.38,300.38,300.38,298.54,303.1,298.54,302.48
1/4/2011,3645300,300.7,300.7,300.7,303.11,303.39,300.36,301.36
1/5/2011,5059500,302.08,302.08,302.08,300.34,305.47,300.33,304.84
1/6/2011,4111400,303.74,303.74,303.74,305.65,309.52,305.33,307.06
1/7/2011,4198100,305.34,305.34,305.34,308.26,309.43,305.37,308.53
1/10/2011,3155200,306.03,306.03,306.03,307.71,308,304.58,307.41
1/11/2011,2875700,306.79,306.79,306.79,309.16,309.71,307.56,308.31
1/12/2011,3262100,307.44,307.44,307.44,309.98,309.98,307.69,308.74
1/13/2011,2665300,307.84,307.84,307.84,308.79,310.15,307.39,308.65
1/14/2011,4726400,309.36,309.36,309.36,309.01,312.45,308.85,312.4
1/18/2011,7226700,312.95,312.95,312.95,313.34,321.32,312.95,320.14
1/19/2011,6805300,314.03,314.03,314.03,321.38,321.8,315.15,316.19
1/20/2011,10960600,313.92,313.92,313.92,316.42,317.36,311.96,313.7
1/21/2011,17790900,311.35,311.35,311.35,320.11,321.19,305.99,306.22
1/24/2011,9189200,309.52,309.52,309.52,304.09,306.55,300.92,305.85
1/25/2011,7286300,309.77,309.77,309.77,304.4,310.66,303.56,310.27
1/26/2011,4072100,309.37,309.37,309.37,310.48,311.56,307.95,308.56
1/27/2011,4034300,309.14,309.14,309.14,309.25,310.16,306.93,308.7
1/28/2011,8453700,306.36,306.36,306.36,309.84,310.49,300.18,300.8
1/31/2011,5604100,304.4,304.4,304.4,302.1,302.54,298.07,300.48
2/1/2011,5485100,304.88,304.88,304.88,302.55,306.98,301.86,305.83
2/2/2011,3517800,305.36,305.36,305.36,305.81,307.48,304.07,306.31
2/3/2011,2987200,305.36,305.36,305.36,305.05,306.03,303.37,305.38
2/4/2011,3098400,305.51,305.51,305.51,305.38,306.03,303.61,305.8
2/7/2011,3595600,306.16,306.16,306.16,305.39,309.5,304.91,307.45
2/8/2011,3386400,307.27,307.27,307.27,307.77,310.13,307.56,309.5
2/9/2011,3681300,307.7,307.7,307.7,308.74,310.04,306.48,308.56
2/10/2011,4664100,307.98,307.98,307.98,307.26,309.06,306.09,308.53
2/11/2011,5174600,309.5,309.5,309.5,307.2,312.81,306.81,312.56
2/14/2011,4251700,311.13,311.13,311.13,311.98,315.14,310.33,314.39
2/15/2011,4179800,311.55,311.55,311.55,313.97,315.36,311.86,312.39
2/16/2011,3364600,311.84,311.84,311.84,313.13,313.56,311.36,312.42
2/17/2011,2954600,312.21,312.21,312.21,310.94,313.94,310.45,312.94
2/18/2011,6429300,313.26,313.26,313.26,313.31,315.91,312.4,315.36
2/22/2011,7272500,310.64,310.64,310.64,310.33,312.78,304.19,305.41
2/23/2011,5773400,309.08,309.08,309.08,305.47,307.66,302.3,305.97
2/24/2011,5417900,307.63,307.63,307.63,306,306.85,300.98,304.71
2/25/2011,3860900,306.86,306.86,306.86,306.24,307.67,305.06,305.33
2/28/2011,4558400,306.91,306.91,306.91,305.31,308.55,304.31,307.01
3/1/2011,6639700,304.83,304.83,304.83,309.2,309.92,299.95,300.68
3/2/2011,4049300,303.46,303.46,303.46,300.2,303.3,297.89,300.7
3/3/2011,3886700,304,304,304,303.49,306.05,302.8,305.09
3/4/2011,6015900,302.87,302.87,302.87,304.47,304.79,300.4,300.61
